# NEW_SERIES FIXED_ppo_30runs_algTrade_safeEnv
timestamp,series,trial_id,model,return,sharpe,cagr,agent_vs_bnh,params_json
2025-08-06T12:51:13,FIXED_ppo_30runs_algTrade_safeEnv,trial_000,ppo,0.2559,2.1075,0.2570,-0.0386,"{""erl"": {""learning_rate"": 3.4389359143460806e-05, ""batch_size"": 2048, ""gamma"": 0.968120840575462, ""seed"": 312, ""net_dimension"": 1024, ""net_dims"": [1024, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 4.0, ""buffer_size"": 1000000, ""buffer_init_size"": 4096, ""if_use_per"": false, ""eval_gap"": 64, ""eval_times"": 16}}"
