timestamp,series,trial_id,mode,model,alpha,beta,sharpe_w,return,sharpe,reward,params_json
2025-07-19T00:00:23,SINGLE_ddpg_50trials_250718_224037,trial_009,single,ddpg,1.043,0.210,0.42,0.0932,0.2302,0.1893,"{""erl"": {""learning_rate"": 1.6662573922249173e-05, ""batch_size"": 4096, ""gamma"": 0.9951404886416124, ""net_dimension"": 256, ""net_dims"": [1024, 1024], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.0431905972089353, ""beta"": 0.2096779635056648, ""sharpe_w"": 0.4175972179989704}"
2025-07-19T00:09:11,SINGLE_ddpg_50trials_250718_224037,trial_010,single,ddpg,1.199,0.003,0.88,0.2350,0.6070,0.7662,"{""erl"": {""learning_rate"": 5.494403224039159e-05, ""batch_size"": 2048, ""gamma"": 0.9979455288393263, ""net_dimension"": 512, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.1991489468410845, ""beta"": 0.0032900409042429524, ""sharpe_w"": 0.875160383804235}"
2025-07-19T00:18:03,SINGLE_ddpg_50trials_250718_224037,trial_011,single,ddpg,0.934,0.114,0.95,0.2800,0.6718,0.9185,"{""erl"": {""learning_rate"": 0.00021511725075294634, ""batch_size"": 2048, ""gamma"": 0.9540966989525126, ""net_dimension"": 1024, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 0.9343611608844087, ""beta"": 0.11403482872287218, ""sharpe_w"": 0.950405541297077}"
2025-07-19T00:26:55,SINGLE_ddpg_50trials_250718_224037,trial_012,single,ddpg,0.917,0.073,1.00,0.1483,0.3712,0.5189,"{""erl"": {""learning_rate"": 0.00029390314277168237, ""batch_size"": 2048, ""gamma"": 0.9500999149831739, ""net_dimension"": 1024, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 0.9168948392362416, ""beta"": 0.07329213544750704, ""sharpe_w"": 0.9984354374591126}"
2025-07-19T00:35:47,SINGLE_ddpg_50trials_250718_224037,trial_013,single,ddpg,1.038,0.129,0.94,0.1600,0.3288,0.4689,"{""erl"": {""learning_rate"": 0.00022947376293742526, ""batch_size"": 2048, ""gamma"": 0.9598860698806178, ""net_dimension"": 1024, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.0376741679149482, ""beta"": 0.12878298567390267, ""sharpe_w"": 0.9393133359544339}"
2025-07-19T00:44:35,SINGLE_ddpg_50trials_250718_224037,trial_014,single,ddpg,0.868,0.335,0.72,0.2644,0.6769,0.7485,"{""erl"": {""learning_rate"": 2.8611924101817113e-05, ""batch_size"": 2048, ""gamma"": 0.9597500038257825, ""net_dimension"": 1024, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 0.867673169618647, ""beta"": 0.33485889442165584, ""sharpe_w"": 0.715265368938971}"
2025-07-19T00:53:31,SINGLE_ddpg_50trials_250718_224037,trial_015,single,ddpg,0.702,0.138,0.60,0.1703,0.4266,0.4268,"{""erl"": {""learning_rate"": 1.4758928391876402e-05, ""batch_size"": 2048, ""gamma"": 0.968696084908646, ""net_dimension"": 1024, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 0.7015873720192812, ""beta"": 0.13814983197510217, ""sharpe_w"": 0.6013358989956777}"
2025-07-19T01:02:23,SINGLE_ddpg_50trials_250718_224037,trial_016,single,ddpg,1.118,0.157,0.87,0.2002,0.5795,0.7038,"{""erl"": {""learning_rate"": 0.0001586227371782416, ""batch_size"": 8192, ""gamma"": 0.9566768073668689, ""net_dimension"": 1024, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.1177503612051356, ""beta"": 0.15658012377564356, ""sharpe_w"": 0.86912393192209}"
2025-07-19T01:11:15,SINGLE_ddpg_50trials_250718_224037,trial_017,single,ddpg,0.813,0.369,0.98,0.2585,0.7844,1.0283,"{""erl"": {""learning_rate"": 3.80229417883294e-05, ""batch_size"": 2048, ""gamma"": 0.9500247875089792, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 0.8129380963098195, ""beta"": 0.36918448452347585, ""sharpe_w"": 0.9813311706349959}"
2025-07-19T01:20:07,SINGLE_ddpg_50trials_250718_224037,trial_018,single,ddpg,0.815,0.364,0.32,0.2611,0.7270,0.4921,"{""erl"": {""learning_rate"": 3.259410369792326e-05, ""batch_size"": 2048, ""gamma"": 0.9720849339648285, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 0.8146536997637397, ""beta"": 0.3644705036180221, ""sharpe_w"": 0.3176748037029059}"
2025-07-19T01:28:58,SINGLE_ddpg_50trials_250718_224037,trial_019,single,ddpg,0.710,0.417,0.59,0.2811,0.8628,0.7921,"{""erl"": {""learning_rate"": 2.1039302470364655e-05, ""batch_size"": 4096, ""gamma"": 0.9507250697355597, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 0.7099156716186357, ""beta"": 0.4167920719876296, ""sharpe_w"": 0.5922416537332436}"
2025-07-19T01:37:50,SINGLE_ddpg_50trials_250718_224037,trial_020,single,ddpg,0.796,0.325,0.77,0.2819,0.6929,0.8137,"{""erl"": {""learning_rate"": 5.145359826872235e-05, ""batch_size"": 8192, ""gamma"": 0.9634353875307801, ""net_dimension"": 256, ""net_dims"": [1024, 1024], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 0.7958721860239747, ""beta"": 0.32543969765276404, ""sharpe_w"": 0.7675948936326714}"
2025-07-19T01:46:40,SINGLE_ddpg_50trials_250718_224037,trial_021,single,ddpg,0.889,0.290,0.87,0.3136,0.8125,1.0227,"{""erl"": {""learning_rate"": 4.322075450366032e-05, ""batch_size"": 2048, ""gamma"": 0.9757856947742451, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 0.888757833011776, ""beta"": 0.28993940736664386, ""sharpe_w"": 0.8728435899400899}"
2025-07-19T01:55:30,SINGLE_ddpg_50trials_250718_224037,trial_022,single,ddpg,0.861,0.266,0.88,0.4017,1.0052,1.2901,"{""erl"": {""learning_rate"": 4.418311157368381e-05, ""batch_size"": 2048, ""gamma"": 0.9763856443175539, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 0.8610499355187258, ""beta"": 0.26575451034425557, ""sharpe_w"": 0.8838976917488801}"
2025-07-19T02:04:21,SINGLE_ddpg_50trials_250718_224037,trial_023,single,ddpg,0.877,0.258,0.84,0.1951,0.6012,0.7027,"{""erl"": {""learning_rate"": 4.360123217023399e-05, ""batch_size"": 2048, ""gamma"": 0.9759374052583137, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 0.876987234408374, ""beta"": 0.2580745336305909, ""sharpe_w"": 0.8443718030114944}"
2025-07-19T02:13:12,SINGLE_ddpg_50trials_250718_224037,trial_024,single,ddpg,0.873,0.290,0.68,0.0924,0.2724,0.2780,"{""erl"": {""learning_rate"": 8.083875897760827e-05, ""batch_size"": 2048, ""gamma"": 0.9874725659639677, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 0.8733464293383862, ""beta"": 0.29045556211327295, ""sharpe_w"": 0.6812799331235373}"
2025-07-19T02:22:05,SINGLE_ddpg_50trials_250718_224037,trial_025,single,ddpg,0.998,0.204,0.99,0.2855,0.8048,1.0789,"{""erl"": {""learning_rate"": 5.9364389036526385e-05, ""batch_size"": 2048, ""gamma"": 0.9750639904857806, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 0.9983009688263889, ""beta"": 0.20364339919213217, ""sharpe_w"": 0.9857662885763459}"
2025-07-19T02:30:57,SINGLE_ddpg_50trials_250718_224037,trial_026,single,ddpg,0.977,0.193,0.97,0.1429,0.3395,0.4717,"{""erl"": {""learning_rate"": 9.60927893978739e-05, ""batch_size"": 2048, ""gamma"": 0.9721518709766881, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 0.9770695741015154, ""beta"": 0.19324813924401185, ""sharpe_w"": 0.9684537326708517}"
2025-07-19T02:39:51,SINGLE_ddpg_50trials_250718_224037,trial_027,single,ddpg,1.103,0.386,0.79,0.3894,1.0694,1.2385,"{""erl"": {""learning_rate"": 6.08791141878084e-05, ""batch_size"": 2048, ""gamma"": 0.9831622547298638, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.1029505759985496, ""beta"": 0.3855166806636162, ""sharpe_w"": 0.7940229978302269}"
2025-07-19T02:48:43,SINGLE_ddpg_50trials_250718_224037,trial_028,single,ddpg,1.115,0.189,0.81,0.1656,0.4387,0.5190,"{""erl"": {""learning_rate"": 6.37550791250329e-05, ""batch_size"": 2048, ""gamma"": 0.987638369038562, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.1151580469237246, ""beta"": 0.18886437620759722, ""sharpe_w"": 0.8054684810346756}"
2025-07-19T02:57:36,SINGLE_ddpg_50trials_250718_224037,trial_029,single,ddpg,1.105,0.437,0.53,0.2483,0.5964,0.5658,"{""erl"": {""learning_rate"": 0.0001087402348115208, ""batch_size"": 4096, ""gamma"": 0.9800072913288902, ""net_dimension"": 256, ""net_dims"": [1024, 1024], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.104865607809951, ""beta"": 0.4370738370055208, ""sharpe_w"": 0.532326233049611}"
2025-07-19T03:06:28,SINGLE_ddpg_50trials_250718_224037,trial_030,single,ddpg,1.027,0.490,0.75,0.2452,0.6754,0.7544,"{""erl"": {""learning_rate"": 8.410501264769053e-05, ""batch_size"": 8192, ""gamma"": 0.9870642609816359, ""net_dimension"": 256, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.0271904313462958, ""beta"": 0.4901257132460154, ""sharpe_w"": 0.7538787243774965}"
2025-07-19T03:15:22,SINGLE_ddpg_50trials_250718_224037,trial_031,single,ddpg,1.079,0.075,0.82,0.2732,0.7725,0.9071,"{""erl"": {""learning_rate"": 5.541567168709536e-05, ""batch_size"": 8192, ""gamma"": 0.9838773413076325, ""net_dimension"": 256, ""net_dims"": [1024, 1024], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.0793896309586075, ""beta"": 0.07472282354847748, ""sharpe_w"": 0.8206526875183551}"
2025-07-19T03:24:14,SINGLE_ddpg_50trials_250718_224037,trial_032,single,ddpg,1.175,0.359,0.91,0.2989,0.8331,1.0541,"{""erl"": {""learning_rate"": 3.396353314087769e-05, ""batch_size"": 2048, ""gamma"": 0.9739280998735286, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.1749790899440375, ""beta"": 0.35868314196220713, ""sharpe_w"": 0.9065164887457507}"
2025-07-19T03:33:06,SINGLE_ddpg_50trials_250718_224037,trial_033,single,ddpg,1.177,0.446,0.90,0.2138,0.6702,0.8197,"{""erl"": {""learning_rate"": 3.217613544689087e-05, ""batch_size"": 2048, ""gamma"": 0.9729996297367759, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.1774257830057073, ""beta"": 0.4464223189958176, ""sharpe_w"": 0.9039971844088497}"
2025-07-19T03:41:55,SINGLE_ddpg_50trials_250718_224037,trial_034,single,ddpg,1.299,0.381,0.81,0.3364,0.9496,1.1043,"{""erl"": {""learning_rate"": 6.556720270316854e-05, ""batch_size"": 2048, ""gamma"": 0.9771957797959573, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.2986386962562293, ""beta"": 0.3810747671224071, ""sharpe_w"": 0.8086121926557847}"
2025-07-19T03:50:50,SINGLE_ddpg_50trials_250718_224037,trial_035,single,ddpg,1.292,0.240,0.67,0.3838,1.0519,1.0834,"{""erl"": {""learning_rate"": 6.908162249658135e-05, ""batch_size"": 2048, ""gamma"": 0.9777802759986369, ""net_dimension"": 512, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.2916075607942308, ""beta"": 0.23999557624213885, ""sharpe_w"": 0.6650996425937983}"
2025-07-19T03:59:42,SINGLE_ddpg_50trials_250718_224037,trial_036,single,ddpg,1.275,0.386,0.68,0.1954,0.5223,0.5512,"{""erl"": {""learning_rate"": 7.329030386693349e-05, ""batch_size"": 2048, ""gamma"": 0.9778775261615015, ""net_dimension"": 512, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.2752140995724193, ""beta"": 0.3855458462382275, ""sharpe_w"": 0.6813091964550753}"
2025-07-19T04:08:35,SINGLE_ddpg_50trials_250718_224037,trial_037,single,ddpg,1.234,0.313,0.63,0.2296,0.6974,0.6692,"{""erl"": {""learning_rate"": 4.473213362368421e-05, ""batch_size"": 2048, ""gamma"": 0.9692491437942973, ""net_dimension"": 512, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.2344668739852431, ""beta"": 0.313282221181362, ""sharpe_w"": 0.6302631833341414}"
2025-07-19T04:17:26,SINGLE_ddpg_50trials_250718_224037,trial_038,single,ddpg,1.272,0.246,0.54,0.3183,0.9007,0.8056,"{""erl"": {""learning_rate"": 9.934653787995446e-05, ""batch_size"": 2048, ""gamma"": 0.9913840784025021, ""net_dimension"": 512, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.2716463035841608, ""beta"": 0.24620226879372503, ""sharpe_w"": 0.5410104254437823}"
2025-07-19T04:26:18,SINGLE_ddpg_50trials_250718_224037,trial_039,single,ddpg,1.295,0.273,0.79,0.1979,0.5209,0.6077,"{""erl"": {""learning_rate"": 0.00013928085153789966, ""batch_size"": 4096, ""gamma"": 0.9830800648352107, ""net_dimension"": 512, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.294518056568735, ""beta"": 0.27321390286061575, ""sharpe_w"": 0.7867577344309062}"
2025-07-19T04:35:08,SINGLE_ddpg_50trials_250718_224037,trial_040,single,ddpg,1.225,0.464,0.44,0.1971,0.5566,0.4407,"{""erl"": {""learning_rate"": 7.000094689406288e-05, ""batch_size"": 2048, ""gamma"": 0.9791474467529567, ""net_dimension"": 512, ""net_dims"": [1024, 1024], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.2245510439013483, ""beta"": 0.46415521590737124, ""sharpe_w"": 0.4375292493515501}"
2025-07-19T04:44:01,SINGLE_ddpg_50trials_250718_224037,trial_041,single,ddpg,1.170,0.233,0.71,0.1457,0.4039,0.4316,"{""erl"": {""learning_rate"": 2.4889851928352325e-05, ""batch_size"": 2048, ""gamma"": 0.983347240273083, ""net_dimension"": 512, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.1701227068043827, ""beta"": 0.23282513056918872, ""sharpe_w"": 0.7076536623204135}"
2025-07-19T04:52:52,SINGLE_ddpg_50trials_250718_224037,trial_042,single,ddpg,1.299,0.161,0.83,0.3599,0.9511,1.1497,"{""erl"": {""learning_rate"": 5.767170749786474e-05, ""batch_size"": 2048, ""gamma"": 0.976610208995927, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.2987791555609909, ""beta"": 0.16106246909745014, ""sharpe_w"": 0.8302899909048649}"
2025-07-19T05:01:45,SINGLE_ddpg_50trials_250718_224037,trial_043,single,ddpg,1.295,0.160,0.80,0.1757,0.5285,0.5980,"{""erl"": {""learning_rate"": 4.904598116576322e-05, ""batch_size"": 2048, ""gamma"": 0.9707676805130308, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.2954252319197839, ""beta"": 0.15980223067868873, ""sharpe_w"": 0.7989648751351615}"
2025-07-19T05:10:38,SINGLE_ddpg_50trials_250718_224037,trial_044,single,ddpg,1.248,0.097,0.75,0.1315,0.3393,0.3846,"{""erl"": {""learning_rate"": 8.868098378969412e-05, ""batch_size"": 2048, ""gamma"": 0.9780788138441071, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.2480326888571418, ""beta"": 0.09729571883935557, ""sharpe_w"": 0.7458983761424213}"
2025-07-19T05:19:30,SINGLE_ddpg_50trials_250718_224037,trial_045,single,ddpg,1.220,0.399,0.84,0.3018,0.8511,1.0175,"{""erl"": {""learning_rate"": 6.152071769665049e-05, ""batch_size"": 2048, ""gamma"": 0.9816668461595214, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.2200061112350655, ""beta"": 0.39902163081424635, ""sharpe_w"": 0.8408766747363349}"
