timestamp,series,trial_id,mode,model,return,sharpe,params_json
2025-07-29T16:23:45,SINGLE_sac_20trials_250729_141954,trial_027,single,sac,-0.0520,-0.2665,"{""erl"": {""learning_rate"": 0.00010905331788748066, ""batch_size"": 2048, ""gamma"": 0.9662433375541062, ""net_dimension"": 512, ""net_dims"": [512, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 4.0, ""buffer_size"": 1000000, ""buffer_init_size"": 4096, ""eval_gap"": 64, ""eval_times"": 16}}"
2025-07-29T16:39:09,SINGLE_sac_20trials_250729_141954,trial_028,single,sac,-0.0321,-0.1619,"{""erl"": {""learning_rate"": 3.2345913326789526e-05, ""batch_size"": 1024, ""gamma"": 0.9739728307244315, ""net_dimension"": 1024, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 4.0, ""buffer_size"": 1000000, ""buffer_init_size"": 2048, ""eval_gap"": 64, ""eval_times"": 16}}"
2025-07-29T16:54:30,SINGLE_sac_20trials_250729_141954,trial_029,single,sac,-0.0068,-0.0365,"{""erl"": {""learning_rate"": 0.00018283308261215217, ""batch_size"": 512, ""gamma"": 0.9577332210359915, ""net_dimension"": 256, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 1000000, ""buffer_init_size"": 1024, ""eval_gap"": 64, ""eval_times"": 16}}"
2025-07-29T17:09:51,SINGLE_sac_20trials_250729_141954,trial_030,single,sac,-0.1499,-0.7573,"{""erl"": {""learning_rate"": 0.0003412974107128603, ""batch_size"": 512, ""gamma"": 0.9801611490026959, ""net_dimension"": 256, ""net_dims"": [1024, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 3.0, ""buffer_size"": 1000000, ""buffer_init_size"": 1024, ""eval_gap"": 64, ""eval_times"": 16}}"
2025-07-29T17:25:05,SINGLE_sac_20trials_250729_141954,trial_031,single,sac,-0.0158,-0.0813,"{""erl"": {""learning_rate"": 0.0001049895996150825, ""batch_size"": 1024, ""gamma"": 0.9762887776448561, ""net_dimension"": 512, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 4.0, ""buffer_size"": 1000000, ""buffer_init_size"": 2048, ""eval_gap"": 64, ""eval_times"": 16}}"
2025-07-29T17:40:29,SINGLE_sac_20trials_250729_141954,trial_032,single,sac,-0.0581,-0.2743,"{""erl"": {""learning_rate"": 5.839390936147882e-05, ""batch_size"": 1024, ""gamma"": 0.9843519008496752, ""net_dimension"": 512, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 4.0, ""buffer_size"": 1000000, ""buffer_init_size"": 2048, ""eval_gap"": 64, ""eval_times"": 16}}"
2025-07-29T17:55:44,SINGLE_sac_20trials_250729_141954,trial_033,single,sac,-0.0220,-0.1098,"{""erl"": {""learning_rate"": 0.00011588348444638087, ""batch_size"": 1024, ""gamma"": 0.9765664951725889, ""net_dimension"": 512, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 4.0, ""buffer_size"": 1000000, ""buffer_init_size"": 2048, ""eval_gap"": 64, ""eval_times"": 16}}"
2025-07-29T18:11:02,SINGLE_sac_20trials_250729_141954,trial_034,single,sac,-0.0277,-0.1461,"{""erl"": {""learning_rate"": 8.096052759410787e-05, ""batch_size"": 1024, ""gamma"": 0.9724764457859267, ""net_dimension"": 512, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 4.0, ""buffer_size"": 1000000, ""buffer_init_size"": 2048, ""eval_gap"": 64, ""eval_times"": 16}}"
2025-07-30T09:03:29.221414,NEW_SERIES_SINGLE_sac_13trials_250730_090329,,,,,,
2025-07-30T09:19:17,SINGLE_sac_13trials_250730_090329,trial_036,single,sac,-0.1290,-0.6720,"{""erl"": {""learning_rate"": 0.00021104125740967382, ""batch_size"": 4096, ""gamma"": 0.97852418605781, ""net_dimension"": 512, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 3.0, ""buffer_size"": 1000000, ""buffer_init_size"": 8192, ""eval_gap"": 64, ""eval_times"": 16}}"
2025-07-30T09:34:53,SINGLE_sac_13trials_250730_090329,trial_037,single,sac,-0.0271,-0.1301,"{""erl"": {""learning_rate"": 0.00038587838889266653, ""batch_size"": 2048, ""gamma"": 0.9687324710585496, ""net_dimension"": 512, ""net_dims"": [512, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 4.0, ""buffer_size"": 1000000, ""buffer_init_size"": 4096, ""eval_gap"": 64, ""eval_times"": 16}}"
2025-07-30T09:50:28,SINGLE_sac_13trials_250730_090329,trial_038,single,sac,-0.0419,-0.2152,"{""erl"": {""learning_rate"": 6.698980662360944e-05, ""batch_size"": 1024, ""gamma"": 0.9953288951796012, ""net_dimension"": 1024, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 4.0, ""buffer_size"": 1000000, ""buffer_init_size"": 2048, ""eval_gap"": 64, ""eval_times"": 16}}"
2025-07-30T10:05:54,SINGLE_sac_13trials_250730_090329,trial_039,single,sac,-0.0067,-0.0308,"{""erl"": {""learning_rate"": 0.0006662956252389987, ""batch_size"": 512, ""gamma"": 0.9794182648525099, ""net_dimension"": 512, ""net_dims"": [1024, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 3.0, ""buffer_size"": 1000000, ""buffer_init_size"": 1024, ""eval_gap"": 64, ""eval_times"": 16}}"
2025-07-30T10:21:31,SINGLE_sac_13trials_250730_090329,trial_040,single,sac,-0.0376,-0.1885,"{""erl"": {""learning_rate"": 4.410990513011376e-05, ""batch_size"": 1024, ""gamma"": 0.9886955228640482, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 1000000, ""buffer_init_size"": 2048, ""eval_gap"": 64, ""eval_times"": 16}}"
2025-07-30T10:36:55,SINGLE_sac_13trials_250730_090329,trial_041,single,sac,-0.0295,-0.1641,"{""erl"": {""learning_rate"": 9.231492775028064e-05, ""batch_size"": 512, ""gamma"": 0.9932761166586987, ""net_dimension"": 512, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 4.0, ""buffer_size"": 1000000, ""buffer_init_size"": 1024, ""eval_gap"": 64, ""eval_times"": 16}}"
2025-07-30T10:52:16,SINGLE_sac_13trials_250730_090329,trial_042,single,sac,-0.0543,-0.2682,"{""erl"": {""learning_rate"": 0.0002939076136243588, ""batch_size"": 4096, ""gamma"": 0.9915118910115212, ""net_dimension"": 512, ""net_dims"": [1024, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 4.0, ""buffer_size"": 1000000, ""buffer_init_size"": 8192, ""eval_gap"": 64, ""eval_times"": 16}}"
2025-07-30T11:08:01,SINGLE_sac_13trials_250730_090329,trial_043,single,sac,0.0017,0.0090,"{""erl"": {""learning_rate"": 0.00013375473877988664, ""batch_size"": 4096, ""gamma"": 0.9849330911333556, ""net_dimension"": 512, ""net_dims"": [1024, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 4.0, ""buffer_size"": 1000000, ""buffer_init_size"": 8192, ""eval_gap"": 64, ""eval_times"": 16}}"
2025-07-30T11:23:12,SINGLE_sac_13trials_250730_090329,trial_044,single,sac,-0.0120,-0.0634,"{""erl"": {""learning_rate"": 0.00019233565786006562, ""batch_size"": 4096, ""gamma"": 0.9905195074161063, ""net_dimension"": 512, ""net_dims"": [1024, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 4.0, ""buffer_size"": 1000000, ""buffer_init_size"": 8192, ""eval_gap"": 64, ""eval_times"": 16}}"
2025-07-30T11:38:40,SINGLE_sac_13trials_250730_090329,trial_045,single,sac,-0.0392,-0.1738,"{""erl"": {""learning_rate"": 0.0005118568930275679, ""batch_size"": 4096, ""gamma"": 0.9868354818330114, ""net_dimension"": 512, ""net_dims"": [1024, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 4.0, ""buffer_size"": 1000000, ""buffer_init_size"": 8192, ""eval_gap"": 64, ""eval_times"": 16}}"
2025-07-30T11:54:11,SINGLE_sac_13trials_250730_090329,trial_046,single,sac,-0.0300,-0.1490,"{""erl"": {""learning_rate"": 0.00015380318503012137, ""batch_size"": 4096, ""gamma"": 0.9949485027388008, ""net_dimension"": 512, ""net_dims"": [1024, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 4.0, ""buffer_size"": 1000000, ""buffer_init_size"": 8192, ""eval_gap"": 64, ""eval_times"": 16}}"
