timestamp,series,trial_id,mode,model,alpha,beta,sharpe_w,return,sharpe,reward,params_json
2025-07-20T14:07:42,SINGLE_td3_50trials_250720_110943,trial_021,single,td3,0.841,0.203,0.36,0.0403,0.1187,0.0830,"{""erl"": {""learning_rate"": 6.579902043498164e-05, ""batch_size"": 2048, ""gamma"": 0.9915098860854274, ""net_dimension"": 1024, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 0.841174268439867, ""beta"": 0.20291119564907278, ""sharpe_w"": 0.35900787259645406}"
2025-07-20T14:16:13,SINGLE_td3_50trials_250720_110943,trial_022,single,td3,0.705,0.010,0.70,0.2172,0.5885,0.6291,"{""erl"": {""learning_rate"": 7.152385688174191e-05, ""batch_size"": 2048, ""gamma"": 0.9718605933248763, ""net_dimension"": 1024, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 0.7048425658016517, ""beta"": 0.009985636861726082, ""sharpe_w"": 0.699923235178048}"
2025-07-20T14:24:43,SINGLE_td3_50trials_250720_110943,trial_023,single,td3,0.908,0.066,0.86,0.2010,0.6045,0.7234,"{""erl"": {""learning_rate"": 0.00017073552000608817, ""batch_size"": 2048, ""gamma"": 0.9781015778463064, ""net_dimension"": 1024, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 0.9075760088949386, ""beta"": 0.06628363811925023, ""sharpe_w"": 0.8643727428545898}"
2025-07-20T14:33:11,SINGLE_td3_50trials_250720_110943,trial_024,single,td3,1.030,0.104,0.60,0.2501,0.6697,0.6524,"{""erl"": {""learning_rate"": 0.00011989153238982562, ""batch_size"": 4096, ""gamma"": 0.9849798134459448, ""net_dimension"": 1024, ""net_dims"": [1024, 1024], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.029541158052178, ""beta"": 0.1044644372998071, ""sharpe_w"": 0.6007100652838051}"
2025-07-20T14:41:41,SINGLE_td3_50trials_250720_110943,trial_025,single,td3,0.964,0.035,0.90,0.1692,0.4318,0.5597,"{""erl"": {""learning_rate"": 7.572787584312017e-05, ""batch_size"": 2048, ""gamma"": 0.9644192977468995, ""net_dimension"": 1024, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 0.964265755063097, ""beta"": 0.0349597266795333, ""sharpe_w"": 0.9042374619637673}"
2025-07-20T14:50:12,SINGLE_td3_50trials_250720_110943,trial_026,single,td3,1.149,0.179,0.75,0.4294,1.1612,1.3027,"{""erl"": {""learning_rate"": 4.420089755533237e-05, ""batch_size"": 8192, ""gamma"": 0.9764006642860846, ""net_dimension"": 256, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.1485138286539616, ""beta"": 0.17921388940266147, ""sharpe_w"": 0.7519728438929778}"
2025-07-20T14:58:42,SINGLE_td3_50trials_250720_110943,trial_027,single,td3,1.200,0.286,0.82,0.1261,0.3126,0.3831,"{""erl"": {""learning_rate"": 1.9000769059327974e-05, ""batch_size"": 2048, ""gamma"": 0.9806866611697905, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.1996051694052325, ""beta"": 0.286287091989727, ""sharpe_w"": 0.8223139622029264}"
2025-07-20T15:07:11,SINGLE_td3_50trials_250720_110943,trial_028,single,td3,1.117,0.205,0.94,0.1186,0.3442,0.4422,"{""erl"": {""learning_rate"": 4.2200299120349166e-05, ""batch_size"": 2048, ""gamma"": 0.9756055594528851, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.1167559972632701, ""beta"": 0.20483762292054777, ""sharpe_w"": 0.9402472001457298}"
2025-07-20T15:15:40,SINGLE_td3_50trials_250720_110943,trial_029,single,td3,1.232,0.370,0.75,0.1515,0.3585,0.4210,"{""erl"": {""learning_rate"": 3.3905525258930895e-05, ""batch_size"": 4096, ""gamma"": 0.9862194900025607, ""net_dimension"": 256, ""net_dims"": [1024, 1024], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.232330357689891, ""beta"": 0.37039132439086664, ""sharpe_w"": 0.7518681229604391}"
2025-07-20T15:24:10,SINGLE_td3_50trials_250720_110943,trial_030,single,td3,1.118,0.277,0.96,0.2766,0.8110,1.0559,"{""erl"": {""learning_rate"": 2.491322784580046e-05, ""batch_size"": 8192, ""gamma"": 0.9786228633537946, ""net_dimension"": 256, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.1179438632863712, ""beta"": 0.2768351884026139, ""sharpe_w"": 0.9608958295590304}"
2025-07-20T15:32:37,SINGLE_td3_50trials_250720_110943,trial_031,single,td3,1.115,0.273,0.56,0.2784,0.8024,0.7267,"{""erl"": {""learning_rate"": 2.146409726918878e-05, ""batch_size"": 8192, ""gamma"": 0.9739963645601204, ""net_dimension"": 256, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.1150021952109375, ""beta"": 0.2725133406009676, ""sharpe_w"": 0.5587277689696304}"
2025-07-20T15:41:06,SINGLE_td3_50trials_250720_110943,trial_032,single,td3,1.078,0.329,0.95,0.2268,0.6318,0.8258,"{""erl"": {""learning_rate"": 4.643573720655767e-05, ""batch_size"": 8192, ""gamma"": 0.9793545827494615, ""net_dimension"": 256, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.078314861349012, ""beta"": 0.32899680487987254, ""sharpe_w"": 0.9480041282825832}"
2025-07-20T15:49:37,SINGLE_td3_50trials_250720_110943,trial_033,single,td3,1.153,0.167,0.84,0.1310,0.3381,0.4134,"{""erl"": {""learning_rate"": 1.741752423035165e-05, ""batch_size"": 8192, ""gamma"": 0.9831631777831645, ""net_dimension"": 256, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.152681073931722, ""beta"": 0.16732499422183866, ""sharpe_w"": 0.8351104451053798}"
2025-07-20T15:58:04,SINGLE_td3_50trials_250720_110943,trial_034,single,td3,1.297,0.205,0.92,0.1945,0.5191,0.6726,"{""erl"": {""learning_rate"": 2.7933829283395014e-05, ""batch_size"": 8192, ""gamma"": 0.9761563843846679, ""net_dimension"": 256, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.2969923219066368, ""beta"": 0.20486273006618985, ""sharpe_w"": 0.9210495057816681}"
2025-07-20T16:06:35,SINGLE_td3_50trials_250720_110943,trial_035,single,td3,1.253,0.491,0.01,0.1841,0.4976,0.1910,"{""erl"": {""learning_rate"": 1.4854220054347816e-05, ""batch_size"": 8192, ""gamma"": 0.9887055159687288, ""net_dimension"": 256, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.2532196410095684, ""beta"": 0.4911508314603555, ""sharpe_w"": 0.014019705735946242}"
2025-07-20T16:15:03,SINGLE_td3_50trials_250720_110943,trial_036,single,td3,1.015,0.260,0.99,0.2680,0.6531,0.9128,"{""erl"": {""learning_rate"": 6.085437586037298e-05, ""batch_size"": 4096, ""gamma"": 0.9788679836671434, ""net_dimension"": 256, ""net_dims"": [256, 256], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.0148264233943574, ""beta"": 0.2604377724709441, ""sharpe_w"": 0.9874105451642256}"
2025-07-20T16:23:32,SINGLE_td3_50trials_250720_110943,trial_037,single,td3,1.093,0.362,0.87,0.3627,1.0499,1.2726,"{""erl"": {""learning_rate"": 3.864400623730788e-05, ""batch_size"": 8192, ""gamma"": 0.9940184933260465, ""net_dimension"": 512, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.0927110269962006, ""beta"": 0.3616569302882525, ""sharpe_w"": 0.866710305079894}"
2025-07-20T16:32:00,SINGLE_td3_50trials_250720_110943,trial_038,single,td3,1.074,0.370,0.85,0.1778,0.4396,0.5504,"{""erl"": {""learning_rate"": 3.516372390802563e-05, ""batch_size"": 8192, ""gamma"": 0.9932380654462479, ""net_dimension"": 512, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.0737751986665467, ""beta"": 0.3699656692134217, ""sharpe_w"": 0.8476042995901996}"
2025-07-20T16:40:30,SINGLE_td3_50trials_250720_110943,trial_039,single,td3,1.126,0.360,0.63,0.2743,0.7735,0.7631,"{""erl"": {""learning_rate"": 5.0407400490841574e-05, ""batch_size"": 8192, ""gamma"": 0.9985120889030737, ""net_dimension"": 512, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.1260048348039375, ""beta"": 0.35994448855485384, ""sharpe_w"": 0.6319990841456433}"
2025-07-20T16:48:58,SINGLE_td3_50trials_250720_110943,trial_040,single,td3,1.207,0.234,0.79,0.2398,0.6217,0.7293,"{""erl"": {""learning_rate"": 2.529687559362881e-05, ""batch_size"": 8192, ""gamma"": 0.9927143030013665, ""net_dimension"": 512, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.2066012125291863, ""beta"": 0.23400736668998495, ""sharpe_w"": 0.7874857886929449}"
2025-07-20T16:57:26,SINGLE_td3_50trials_250720_110943,trial_041,single,td3,1.058,0.401,0.73,0.2025,0.5901,0.6351,"{""erl"": {""learning_rate"": 4.173313507132115e-05, ""batch_size"": 8192, ""gamma"": 0.9947513994236433, ""net_dimension"": 512, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.0577563156292566, ""beta"": 0.4008575235093097, ""sharpe_w"": 0.7330995280518687}"
2025-07-20T17:05:55,SINGLE_td3_50trials_250720_110943,trial_042,single,td3,1.150,0.301,0.89,0.2251,0.5579,0.7214,"{""erl"": {""learning_rate"": 5.638326087024028e-05, ""batch_size"": 8192, ""gamma"": 0.9728839497581108, ""net_dimension"": 256, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.149912285679241, ""beta"": 0.30050849028775467, ""sharpe_w"": 0.8895033709853305}"
2025-07-20T17:14:22,SINGLE_td3_50trials_250720_110943,trial_043,single,td3,1.095,0.176,0.97,0.3032,0.7732,1.0519,"{""erl"": {""learning_rate"": 9.899284435045264e-05, ""batch_size"": 8192, ""gamma"": 0.9669004073419261, ""net_dimension"": 512, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.0945757643681902, ""beta"": 0.17553593730980266, ""sharpe_w"": 0.9683576000442944}"
2025-07-20T17:22:51,SINGLE_td3_50trials_250720_110943,trial_044,single,td3,1.098,0.136,0.95,0.4627,1.0838,1.4927,"{""erl"": {""learning_rate"": 0.00011017803276404407, ""batch_size"": 8192, ""gamma"": 0.9639707843427946, ""net_dimension"": 512, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.0981532899390007, ""beta"": 0.1355407359042778, ""sharpe_w"": 0.9502878224690843}"
2025-07-20T17:31:20,SINGLE_td3_50trials_250720_110943,trial_045,single,td3,1.010,0.145,0.87,0.0973,0.2661,0.3291,"{""erl"": {""learning_rate"": 0.0001617180558188945, ""batch_size"": 8192, ""gamma"": 0.9689223287791637, ""net_dimension"": 512, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.0104721439741116, ""beta"": 0.1449503049269453, ""sharpe_w"": 0.8712233195561965}"
2025-07-20T17:39:49,SINGLE_td3_50trials_250720_110943,trial_046,single,td3,1.089,0.081,0.30,0.2562,0.6755,0.4602,"{""erl"": {""learning_rate"": 3.655888580067717e-05, ""batch_size"": 8192, ""gamma"": 0.9611682832750981, ""net_dimension"": 512, ""net_dims"": [512, 512], ""target_step"": 8192, ""horizon_len"": 2048, ""repeat_times"": 2.0, ""buffer_size"": 2000000, ""buffer_init_size"": 32768, ""eval_gap"": 64, ""eval_times"": 16}, ""alpha"": 1.0888422871738686, ""beta"": 0.08127098940155104, ""sharpe_w"": 0.3019847203326649}"
